	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
22937	2408632	1620393	http://object-naming-amore.upf.edu//2408632_1620393_seed_ambiguous.png	casa	escriptori	{'escriptori': 4, 'taula': 4, 'aparells': 1, 'ratolí': 1}	10	test	0.4	0.5	{'escriptori': 5, 'taula': 5, 'aparells': 1, 'ratolí': 1}
22973	2408750	255697	http://object-naming-amore.upf.edu//2408750_255697_singleton_obj.png	animals_plantes	ocell	{'ocell': 9, 'pardal': 1}	10	test	0.9	0.5	{'ocell': 11, 'pardal': 1}
22986	2408794	1091212	http://object-naming-amore.upf.edu//2408794_1091212_supercat_unique.png	roba	samarreta	{'samarreta': 7, 'esquena': 2, 'espatlla': 1}	10	test	0.7	0.25	{'samarreta': 9, 'esquena': 2, 'espatlla': 1}
22987	2408800	254714	http://object-naming-amore.upf.edu//2408800_254714_singleton_obj.png	gent	noi	{'noi': 3, 'patinador': 3, 'skater': 2, 'persona': 1, 'xic': 1}	10	test	0.3	0.3333333333333333	{'skater': 4, 'noi': 3, 'patinador': 2, 'caiguda': 1, 'persona, skater, home': 1, 'xic': 1}
23009	2408876	253307	http://object-naming-amore.upf.edu//2408876_253307_singleton_obj.png	casa	llit	{'llit': 8, 'matalàs': 2}	10	test	0.8	0.5	{'llit': 8, 'matalàs': 3, 'llit desfet': 1}
23028	2408930	252442	http://object-naming-amore.upf.edu//2408930_252442_singleton_obj.png	gent	home	{'home': 4, 'persona': 2, 'banyista': 1, 'turista': 1, 'hamaca': 1, 'gandula': 1}	10	test	0.4	0.2857142857142857	{'home': 4, 'banyista': 1, 'seient': 1, 'persona, home, senyor': 1, 'turista': 1, 'persona': 1, 'hamaca': 1, 'gandula': 1, 'senyor': 1}
23030	2408940	252238	http://object-naming-amore.upf.edu//2408940_252238_seed_ambiguous.png	menjar	entrepà	{'entrepà': 10}	10	test	1.0	0.5	{'entrepà': 12}
23043	2408984	1727957	http://object-naming-amore.upf.edu//2408984_1727957_seed_ambiguous.png	animals_plantes	zebra	{'zebra': 10}	10	test	1.0	1.0	{'zebra': 10, 'cul': 1, 'cebra': 1}
23086	2409134	1089742	http://object-naming-amore.upf.edu//2409134_1089742_singleton_obj.png	casa	banc	{'banc': 10}	10	test	1.0	0.3333333333333333	{'banc': 12}
23112	2409223	2810215	http://object-naming-amore.upf.edu//2409223_2810215_seed_ambiguous.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 9, 'jirafa': 2, 'coll de girafa': 1}
23116	2409231	246172	http://object-naming-amore.upf.edu//2409231_246172_singleton_obj.png	edificis	banqueta	{'banqueta': 4, 'cobert': 2, 'caseta': 1, 'para-sol': 1, 'bat de beisbol': 1, 'reixa': 1}	10	test	0.4	0.0	{'banqueta': 4, 'cobert': 2, 'xarxa': 1, '.': 1, 'caseta': 1, 'parasol': 1, 'bat de beisbol': 1, 'reixa': 1}
23133	2409283	363546	http://object-naming-amore.upf.edu//2409283_363546_singleton_obj.png	casa	banc	{'banc': 10}	10	test	1.0	1.0	{'banc': 12}
23144	2409317	1971993	http://object-naming-amore.upf.edu//2409317_1971993_singleton_obj.png	menjar	pizza	{'pizza': 10}	10	test	1.0	1.0	{'pizza': 12}
23151	2409333	244022	http://object-naming-amore.upf.edu//2409333_244022_singleton_obj.png	casa	menjar	{'menjar': 5, 'aliments': 1, 'esmorzar': 1, 'magdalena': 1, 'gelat': 1}	9	test	0.5555555555555556	0.0	{'menjar': 4, 'esmorzar': 2, 'menjar, plàtan': 1, 'aliments': 1, 'magdalena': 1, 'gelat': 1, 'plàtan': 1, 'taula': 1}
23161	2409369	243255	http://object-naming-amore.upf.edu//2409369_243255_singleton_obj.png	vehicles	avioneta	{'avioneta': 8, 'avió': 2}	10	test	0.8	0.5	{'avioneta': 9, 'avioneta, avió': 1, 'avio': 1, 'avió': 1}
23162	2409372	243179	http://object-naming-amore.upf.edu//2409372_243179_seed_ambiguous.png	casa	menjar	{'menjar': 4, 'bufet': 2, 'cereals': 2, 'aliments': 1, 'taula': 1}	10	test	0.4	0.2	{'menjar': 4, 'cereals': 2, 'bufet': 1, 'buffet lliure': 1, 'aliments': 1, 'buffet': 1, 'taulapi': 1, 'taula': 1}
23223	2409569	239007	http://object-naming-amore.upf.edu//2409569_239007_singleton_obj.png	casa	llit	{'llit': 9, 'llit doble': 1}	10	test	0.9	0.5	{'llit': 11, 'llit doble': 1}
23224	2409570	238991	http://object-naming-amore.upf.edu//2409570_238991_singleton_obj.png	animals_plantes	gavina	{'gavina': 5, 'ocell': 4, 'ploma': 1}	10	test	0.5	0.6666666666666666	{'ocell': 6, 'gavina': 5, 'ploma': 1}
23237	2409611	1088273	http://object-naming-amore.upf.edu//2409611_1088273_supercat_unique.png	roba	bata	{'bata': 3, 'barnús': 2, 'batí': 2, 'tors': 1, 'pit': 1, 'xocolata': 1}	10	test	0.3	0.2857142857142857	{'bata': 4, 'barnús': 2, 'batí': 1, 'tors': 1, 'pit': 1, 'bati': 1, 'xocolata': 1, 'bernús': 1}
23254	2409662	236818	http://object-naming-amore.upf.edu//2409662_236818_supercat_unique.png	roba	jaqueta	{'jaqueta': 5, 'vestit': 2, 'americana': 2, 'mòbil': 1}	10	test	0.5	0.4	{'jaqueta': 6, 'vestit': 2, 'americana': 2, 'trajo': 1, 'mòbil': 1}
23293	2409807	363065	http://object-naming-amore.upf.edu//2409807_363065_singleton_obj.png	gent	noia	{'noia': 6, 'dona': 3, 'surfista': 1}	10	test	0.6	0.5	{'noia': 6, 'dona': 2, 'surfista': 2, 'biquini': 1, 'dona, noia': 1}
23315	2409885	231156	http://object-naming-amore.upf.edu//2409885_231156_supercat_unique.png	roba	jaqueta	{'jaqueta': 10}	10	test	1.0	0.5	{'jaqueta': 11, 'tronc home': 1}
23323	2409913	230434	http://object-naming-amore.upf.edu//2409913_230434_singleton_obj.png	gent	noia	{'noia': 8, 'entrepà': 1, 'dona': 1}	10	test	0.8	0.5	{'noia': 8, 'entrepà': 1, 'dona i sandvitx': 1}
23336	2409962	1087638	http://object-naming-amore.upf.edu//2409962_1087638_supercat_unique.png	casa	banc	{'banc': 8, 'mans': 1, 'cames': 1}	10	test	0.8	0.25	{'banc': 8, 'mans': 1, 'cames': 1}
23361	2410043	227371	http://object-naming-amore.upf.edu//2410043_227371_supercat_unique.png	edificis	cuina	{'cuina': 3, 'planxa': 2, 'entrepans': 2, 'barra': 1, 'pa': 1, 'pans': 1}	10	test	0.3	0.0	{'cuina': 3, 'planxa': 2, 'entrepans': 2, 'barra': 1, 'pa': 1, 'pans': 1}
23379	2410103	225813	http://object-naming-amore.upf.edu//2410103_225813_supercat_unique.png	roba	samarreta	{'samarreta': 6, 'entrepà': 1}	7	test	0.8571428571428571	0.3333333333333333	{'samarreta': 6, 'mans': 3, 'entrepà': 1}
23395	2410172	224304	http://object-naming-amore.upf.edu//2410172_224304_supercat_unique.png	vehicles	moto	{'moto': 8, 'vehicle': 1, 'motocicleta': 1}	10	test	0.8	0.5	{'moto': 8, 'vehicle': 1, 'motocicleta': 1}
23406	2410205	223500	http://object-naming-amore.upf.edu//2410205_223500_singleton_obj.png	casa	banyera	{'banyera': 8, 'got': 1, 'bany': 1}	10	test	0.8	0.3333333333333333	{'banyera': 8, 'got': 1, 'bany': 1}
23416	2410247	222429	http://object-naming-amore.upf.edu//2410247_222429_singleton_obj.png	vehicles	camió	{'camió': 5, 'camioneta': 2, 'vehicle': 1, 'carrossa': 1, 'furgoneta': 1}	10	test	0.5	0.42857142857142855	{'camió': 5, 'camioneta': 2, 'vehicle': 1, 'carrossa': 1, 'furgoneta': 1}
23462	2410421	218031	http://object-naming-amore.upf.edu//2410421_218031_supercat_ambiguous.png	gent	portaveu	{'portaveu': 2, 'senyora': 2, 'dona': 2, 'política': 1, 'micròfons': 1, 'cara': 1, 'representant': 1}	10	test	0.2	0.125	{'portaveu': 2, 'senyora': 2, 'política': 1, 'micròfons': 1, 'cara': 1, 'dona entrevistada': 1, 'representant': 1, 'dona': 1}
23547	2410790	320389	http://object-naming-amore.upf.edu//2410790_320389_singleton_obj.png	casa	cadira	{'cadira': 8}	8	test	1.0	1.0	{'cadira': 8, 'gat': 2}
23607	2410984	361210	http://object-naming-amore.upf.edu//2410984_361210_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 10}
23657	2411179	315746	http://object-naming-amore.upf.edu//2411179_315746_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 10}
23668	2411200	315258	http://object-naming-amore.upf.edu//2411200_315258_singleton_obj.png	gent	tennista	{'tennista': 7, 'vestit': 1, 'jugadora': 1, 'vestit esportiu': 1}	10	test	0.7	0.0	{'tenista': 5, 'tennista': 2, 'vestit': 1, 'jugadora': 1, 'vestit esportiu': 1}
23689	2411288	359832	http://object-naming-amore.upf.edu//2411288_359832_singleton_obj.png	gent	nena	{'nena': 10}	10	test	1.0	0.3333333333333333	{'nena': 9, 'nena somrient': 1}
23697	2411323	1080948	http://object-naming-amore.upf.edu//2411323_1080948_supercat_unique.png	edificis	pont	{'pont': 9, 'viaducte': 1}	10	test	0.9	0.3333333333333333	{'pont': 9, 'viaducte': 1}
23702	2411340	1080767	http://object-naming-amore.upf.edu//2411340_1080767_singleton_obj.png	gent	nen	{'nen': 7, 'infant': 2, 'nena': 1}	10	test	0.7	0.5	{'nen': 7, 'infant': 2, 'nena': 1}
23707	2411357	647370	http://object-naming-amore.upf.edu//2411357_647370_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	1.0	{'gos': 10}
23729	2411449	311739	http://object-naming-amore.upf.edu//2411449_311739_singleton_obj.png	casa	llit	{'llit': 9, 'llit de matrimoni': 1}	10	test	0.9	0.5	{'llit': 9, 'llit de matrimoni': 1}
23848	2411954	3805435	http://object-naming-amore.upf.edu//2411954_3805435_supercat_ambiguous.png	vehicles	avió	"{'avió': 7, 'cabina': 1, ""cabina d'avió"": 1, 'aeroport': 1}"	10	test	0.7	0.25	{'avió': 7, 'cabina': 1, 'cabina d’avió': 1, 'aeroport': 1}
23855	2411981	205544	http://object-naming-amore.upf.edu//2411981_205544_supercat_unique.png	vehicles	cotxe	{'cotxe': 5, 'vehicle': 2, 'camioneta': 2, 'tot camí': 1}	10	test	0.5	0.2	{'cotxe': 5, 'vehicle': 2, 'camioneta': 2, 'tot camí': 1}
23892	2412141	201996	http://object-naming-amore.upf.edu//2412141_201996_singleton_obj.png	vehicles	avió	{'avió': 9, 'aeroport': 1}	10	test	0.9	0.3333333333333333	{'avió': 9, 'aeroport': 1}
23909	2412204	200515	http://object-naming-amore.upf.edu//2412204_200515_supercat_unique.png	gent	noia	{'noia': 3, 'nena': 3, 'esquena': 2, 'nen': 1, 'persona': 1}	10	test	0.3	0.2857142857142857	{'noia': 3, 'nena': 3, 'esquena': 2, 'nen': 1, 'persona': 1}
23926	2412260	198984	http://object-naming-amore.upf.edu//2412260_198984_supercat_unique.png	menjar	pizza	{'pizza': 8, 'menjar': 2}	10	test	0.8	1.0	{'pizza': 8, 'menjar': 2}
24045	2412704	188606	http://object-naming-amore.upf.edu//2412704_188606_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 9, 'gat negre': 1}
24133	2413041	181423	http://object-naming-amore.upf.edu//2413041_181423_singleton_obj.png	gent	esquiador	{'esquiador': 6, 'home': 3, 'home esquiador': 1}	10	test	0.6	0.4	{'esquiador': 6, 'home': 3, 'home esquiador': 1}
24250	2413462	173116	http://object-naming-amore.upf.edu//2413462_173116_singleton_obj.png	gent	nen	{'nen': 8, 'comandament': 1, 'noi': 1}	10	test	0.8	0.3333333333333333	{'nen': 8, 'comandament': 1, 'noi': 1}
24273	2413559	171102	http://object-naming-amore.upf.edu//2413559_171102_singleton_obj.png	casa	plat	{'plat': 4, 'macedònia': 2}	6	test	0.6666666666666666	0.0	{'fruita': 4, 'plat': 2, 'macedònia': 2, 'plat de fruita': 1, 'plat amb fruita': 1}
24283	2413591	170328	http://object-naming-amore.upf.edu//2413591_170328_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 10}
24303	2413669	168716	http://object-naming-amore.upf.edu//2413669_168716_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	1.0	{'avió': 10}
24314	2413715	167745	http://object-naming-amore.upf.edu//2413715_167745_supercat_ambiguous.png	gent	home	{'home': 7, 'camisa': 1, 'senyor': 1, 'avi': 1}	10	test	0.7	0.2	{'home': 4, 'home badallant': 3, 'camisa': 1, 'senyor': 1, 'avi': 1}
24315	2413719	167664	http://object-naming-amore.upf.edu//2413719_167664_singleton_obj.png	casa	escriptori	{'escriptori': 6, 'taula': 2, 'taula de despatx': 1}	9	test	0.6666666666666666	0.6666666666666666	{'escriptori': 5, 'taula': 1, 'taula escriptori': 1, 'teclat': 1, 'taula de despatx': 1, 'escritori': 1}
24337	2413801	165965	http://object-naming-amore.upf.edu//2413801_165965_supercat_unique.png	roba	samarreta	{'samarreta': 4, 'polo': 3, 'camisa': 1, 'tors': 1, 'cos': 1}	10	test	0.4	0.4	{'samarreta': 4, 'polo': 3, 'camisa': 1, 'tors': 1, 'cos': 1}
24343	2413820	165616	http://object-naming-amore.upf.edu//2413820_165616_supercat_unique.png	casa	banc	{'banc': 8, 'cames': 2}	10	test	0.8	0.5	{'banc': 8, 'cames': 2}
24353	2413845	165067	http://object-naming-amore.upf.edu//2413845_165067_supercat_unique.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 10}
24384	2413959	3800159	http://object-naming-amore.upf.edu//2413959_3800159_supercat_unique.png	vehicles	moto	{'moto': 5, 'motoristes': 3, 'vehicle': 2}	10	test	0.5	0.2	{'moto': 4, 'motoristes': 3, 'vehicle': 2, 'moto amb dos motoristes': 1}
24389	2413987	162111	http://object-naming-amore.upf.edu//2413987_162111_singleton_obj.png	menjar	pa	{'pa': 4, 'tall': 1}	5	test	0.8	0.2	{'entrepà': 4, 'pa': 3, 'tall': 1, 'entrepa': 1, 'pà': 1}
24392	2413998	161723	http://object-naming-amore.upf.edu//2413998_161723_seed_ambiguous.png	animals_plantes	cavall	{'cavall': 8, 'equí': 1, 'cavall de policia': 1}	10	test	0.8	0.3333333333333333	{'cavall': 8, 'equí': 1, 'cavall de policia': 1}
24397	2414017	161460	http://object-naming-amore.upf.edu//2414017_161460_supercat_ambiguous.png	vehicles	moto	{'moto': 7, 'vehicle': 1, 'escúter': 1}	9	test	0.7777777777777778	0.0	{'moto': 7, 'vehicle': 1, 'gat': 1, 'escúter': 1}
24398	2414021	161361	http://object-naming-amore.upf.edu//2414021_161361_supercat_unique.png	casa	cortina	{'cortina': 7, 'comandament': 1}	8	test	0.875	0.5	{'cortina': 7, 'dona': 2, 'comandament': 1}
24482	2414318	296871	http://object-naming-amore.upf.edu//2414318_296871_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 10}
24546	2414657	154500	http://object-naming-amore.upf.edu//2414657_154500_singleton_obj.png	gent	tennista	{'tennista': 6, 'noia': 2, 'dona': 1}	9	test	0.6666666666666666	0.2	{'tenista': 5, 'noia': 2, 'vestit': 1, 'dona': 1, 'tennista': 1}
24568	2414757	152596	http://object-naming-amore.upf.edu//2414757_152596_supercat_unique.png	casa	banc	{'banc': 7, 'cames': 1, 'cossos': 1, 'tors': 1}	10	test	0.7	0.16666666666666666	{'banc': 6, 'bancnen': 1, 'cames': 1, 'cossos': 1, 'tors': 1}
24595	2414857	150531	http://object-naming-amore.upf.edu//2414857_150531_supercat_unique.png	roba	vestit	{'vestit': 4, 'esquena': 2, 'vestit esportiu': 1, 'roba de tennista': 1, 'cos': 1, 'vestit de tennista': 1}	10	test	0.4	0.125	{'vestit': 4, 'esquena': 2, 'vestit esportiu': 1, 'roba de tenista': 1, 'cos': 1, 'vestit de tenista': 1}
24619	2414948	148923	http://object-naming-amore.upf.edu//2414948_148923_supercat_unique.png	casa	llit	{'llit': 6, 'sofà': 2, 'seient': 1, 'dits': 1}	10	test	0.6	0.25	{'llit': 6, 'sofà': 2, 'seient': 1, 'dits': 1}
24651	2415085	146248	http://object-naming-amore.upf.edu//2415085_146248_singleton_obj.png	casa	calaixera	{'calaixera': 5, 'esclops': 2, 'taula': 1, 'moble': 1, 'armari': 1}	10	test	0.5	0.5	{'calaixera': 5, 'esclops': 2, 'taula': 1, 'moble': 1, 'armari': 1}
24662	2415135	3798984	http://object-naming-amore.upf.edu//2415135_3798984_singleton_obj.png	roba	coll	{'coll': 3, 'roba': 2, 'camisa': 2, 'vestit': 1, 'jersei': 1}	9	test	0.3333333333333333	0.14285714285714285	{'coll': 3, 'roba': 2, 'camisa': 2, 'vestit': 1, 'jersei': 1, 'caminada': 1}
24748	2415556	3506259	http://object-naming-amore.upf.edu//2415556_3506259_singleton_obj.png	gent	nen	{'nen': 10}	10	test	1.0	1.0	{'nen': 10}
24764	2415650	2789601	http://object-naming-amore.upf.edu//2415650_2789601_singleton_obj.png	gent	noi	{'noi': 4, 'persona': 1, 'esportista': 1, 'home': 1, 'noia': 1, 'ciclista': 1}	9	test	0.4444444444444444	0.25	{'noi': 4, 'bicicleta': 1, 'persona': 1, 'esportista': 1, 'home': 1, 'noia': 1, 'ciclista': 1}
24769	2415665	2726372	http://object-naming-amore.upf.edu//2415665_2726372_singleton_obj.png	gent	nen	{'nen': 4, 'futbolista': 3, 'nen futbolista': 2, 'futbol': 1}	10	test	0.4	0.4	{'nen': 4, 'futbolista': 3, 'nen futbolista': 2, 'futbol': 1}
24791	2415754	2735961	http://object-naming-amore.upf.edu//2415754_2735961_supercat_unique.png	roba	camisa	{'camisa': 3, 'samarreta': 2, 'coll': 2, 'mà': 1, 'planta': 1, 'roba': 1}	10	test	0.3	0.14285714285714285	{'camisa': 3, 'samarreta': 2, 'coll': 2, 'mà': 1, 'planta': 1, 'roba': 1}
24793	2415760	1056387	http://object-naming-amore.upf.edu//2415760_1056387_supercat_unique.png	casa	sofà	{'sofà': 7, 'ordinador': 1, 'pantalla': 1, 'portàtil': 1}	10	test	0.7	0.25	{'sofà': 7, 'ordinador': 1, 'pantalla': 1, 'portàtil': 1}
24805	2415831	2910883	http://object-naming-amore.upf.edu//2415831_2910883_seed_ambiguous.png	vehicles	tren	{'tren': 9, 'locomotora': 1}	10	test	0.9	0.5	{'tren': 15, 'transport': 1, 'trenp': 1, 'locomotora': 1}
24845	2416021	3544752	http://object-naming-amore.upf.edu//2416021_3544752_supercat_unique.png	casa	taula	{'taula': 3, 'escriptori': 1}	4	test	0.75	1.0	{'teclat': 12, 'taula': 3, 'mòbil': 1, 'taula de treball': 1, 'escriptori': 1}
24908	2416302	3247018	http://object-naming-amore.upf.edu//2416302_3247018_supercat_unique.png	roba	vestit	{'vestit': 9, 'mans': 1}	10	test	0.9	0.25	{'vestit': 13, 'vestit negre': 2, 'mans': 2, 'cos': 1}
24960	2416535	3127548	http://object-naming-amore.upf.edu//2416535_3127548_singleton_obj.png	gent	noia	{'noia': 5, 'persona': 2, 'dona': 2, 'menjar': 1}	10	test	0.5	0.2	{'dona': 4, 'noia': 4, 'persona': 2, 'menjar': 2, 'dona que menja un entrepà': 1, 'tomàquet': 1, 'noip': 1, 'noia menja durum': 1, 'hamburguesa': 1, 'noia menjant': 1}
24973	2416595	2771920	http://object-naming-amore.upf.edu//2416595_2771920_supercat_unique.png	casa	banc	{'banc': 8, 'seient': 1, 'mans': 1}	10	test	0.8	0.2	{'banc': 15, 'seient': 1, 'cames': 1, 'mans': 1}
24988	2416656	3324389	http://object-naming-amore.upf.edu//2416656_3324389_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 17, 'gatb': 1}
24999	2416688	3330338	http://object-naming-amore.upf.edu//2416688_3330338_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 18}
25020	2416771	3385057	http://object-naming-amore.upf.edu//2416771_3385057_singleton_obj.png	vehicles	tren	{'tren': 5, 'vagó': 4, 'vagó de tren': 1}	10	test	0.5	0.3333333333333333	{'tren': 8, 'vagó': 7, 'metro': 2, 'vagó de tren': 1}
25057	2416887	2836395	http://object-naming-amore.upf.edu//2416887_2836395_singleton_obj.png	menjar	pastís	{'pastís': 9, 'tall de pastís': 1}	10	test	0.9	0.5	{'pastís': 14, 'tros de pastís': 1, 'coca': 1, 'tall de pastís': 1, 'pastis': 1}
25071	2416954	3122866	http://object-naming-amore.upf.edu//2416954_3122866_seed_ambiguous.png	casa	braç	{'braç': 2, 'avantbraç': 1, 'mà': 1, 'escriptori': 1, 'braçalet': 1, 'taula': 1}	7	test	0.2857142857142857	0.3333333333333333	{'teclat': 6, 'braç': 4, 'mà sobre un ratolí': 1, 'avantbraç': 1, 'ma': 1, 'mà': 1, 'escriptori': 1, 'clicar': 1, 'braçalet': 1, 'taula': 1}
25083	2417025	3258262	http://object-naming-amore.upf.edu//2417025_3258262_singleton_obj.png	menjar	entrepà	{'entrepà': 9, 'sandvitx': 1}	10	test	0.9	0.5	{'entrepà': 15, 'entrepa': 2, 'sandwitx': 1}
25105	2417127	2937504	http://object-naming-amore.upf.edu//2417127_2937504_singleton_obj.png	gent	esportista	{'esportista': 3, 'jugador': 2, 'dona': 2, 'jugadora': 1, 'esportistes': 1, 'jugadores': 1}	10	test	0.3	0.1111111111111111	{'jugadora': 4, 'esportista': 4, 'dona': 2, 'noia jove': 1, 'samarreta': 1, 'noies': 1, 'jugador i jugadora': 1, 'jugador': 1, 'esportistes': 1, 'esport': 1, 'jugadores': 1}
25109	2417141	3057700	http://object-naming-amore.upf.edu//2417141_3057700_supercat_unique.png	gent	dona	{'dona': 2, 'persona': 2, 'senyora': 2, 'venedora': 2, 'comprador': 1, 'camisa': 1}	10	test	0.2	0.25	{'dona': 3, 'persona': 3, 'senyora': 3, 'venedora': 3, 'camisa': 2, 'dona gran': 1, 'pagessa': 1, 'comprador': 1, 'indigen': 1}
25119	2417184	3314900	http://object-naming-amore.upf.edu//2417184_3314900_singleton_obj.png	animals_plantes	vaca	{'vaca': 10}	10	test	1.0	1.0	{'vaca': 17, 'vadella': 1}
25146	2417294	3395635	http://object-naming-amore.upf.edu//2417294_3395635_seed_ambiguous.png	casa	taula	"{'taula': 4, 'portàtil': 1, ""taula d'estudi"": 1, 'escriptori': 1, 'ordinadors portàtils': 1, 'ordinadors': 1}"	9	test	0.4444444444444444	0.3333333333333333	"{'taula': 6, 'escriptori': 3, 'portàtil': 3, 'ordinadors': 2, 'ordinador': 2, ""taula d'estudi"": 1, 'ordinadors portàtils amb els seus ratolins': 1}"
25161	2417386	3006139	http://object-naming-amore.upf.edu//2417386_3006139_singleton_obj.png	edificis	pont	{'pont': 3, 'catenària': 3, 'viaducte': 1, 'sostre': 1, 'tramvia': 1}	9	test	0.3333333333333333	0.16666666666666666	{'pont': 5, 'catenària': 3, 'teulada': 2, 'autopista': 1, 'energia': 1, 'viaducte': 1, 'sostre': 1, 'tramvia': 1, 'pals elèctrics': 1, 'viale': 1, 'edifici': 1}
25177	2417434	3067025	http://object-naming-amore.upf.edu//2417434_3067025_singleton_obj.png	casa	sofà	{'sofà': 7, 'gats': 3}	10	test	0.7	0.5	{'sofà': 13, 'gats': 3, 'sofa': 1, 'gats, sofà, tablet': 1}
25179	2417438	3363496	http://object-naming-amore.upf.edu//2417438_3363496_singleton_obj.png	casa	llit	{'llit': 5, 'llençols': 1, 'matalàs': 1, 'nòrdic': 1, 'edredó': 1, 'llençol': 1}	10	test	0.5	0.3333333333333333	{'llit': 8, 'nòrdic': 3, 'llençols': 2, 'llençol': 2, 'matalàs': 1, 'ilit': 1, 'edredó': 1}
25221	2417585	3306677	http://object-naming-amore.upf.edu//2417585_3306677_singleton_obj.png	vehicles	avioneta	{'avioneta': 5, 'avió': 4, 'aeroplà': 1}	10	test	0.5	0.3333333333333333	{'avioneta': 10, 'avió': 4, 'esport': 1, 'avio': 1, 'avió i tenistes': 1, 'aeroplà': 1}
